"","Gene","logFC","FDR","fdr","logfc","labels","sig"
"93","NUP37",-3.80615218,2.1e-204,2.1e-204,-3.80615218,"NUP37","Down"
"94","PARPBP",-4.576323996,2.77e-204,2.77e-204,-4.576323996,"PARPBP","Down"
"95","DCLK2",7.311023847,5.13e-203,5.13e-203,7.311023847,"DCLK2","Up"
"96","ELAVL4",8.952195257,7.07e-203,7.07e-203,8.952195257,"ELAVL4","Up"
"97","RUSC2",4.723088793,3.82e-202,3.82e-202,4.723088793,"RUSC2","Up"
"98","REEP1",7.64926052,4.63e-202,4.63e-202,7.64926052,"REEP1","Up"
"99","PCNA",-3.572523329,5.63e-202,5.63e-202,-3.572523329,"PCNA","Down"
"100","ACTL6B",7.183540961,2.86e-201,2.86e-201,7.183540961,"ACTL6B","Up"
"101","TRIP10",-7.120911687,5.75e-200,5.75e-200,-7.120911687,"TRIP10","Down"
"102","TPX2",-5.51231555,6.37e-200,6.37e-200,-5.51231555,"TPX2","Down"
"103","UTP20",-3.8173608,1.84e-199,1.84e-199,-3.8173608,"UTP20","Down"
"104","G3BP1",-2.809544552,9.15e-199,9.15e-199,-2.809544552,"G3BP1","Down"
"105","CNMD",-7.460704157,1.71e-197,1.71e-197,-7.460704157,"CNMD","Down"
"106","NOP56",-1.664002796,2.13e-197,2.13e-197,-1.664002796,"NOP56","Down"
"107","EXO1",-5.1596263,3.16e-197,3.16e-197,-5.1596263,"EXO1","Down"
"108","SDK1",3.307852841,5.36e-197,5.36e-197,3.307852841,"SDK1","Up"
"109","NACAD",5.003387697,1.21e-196,1.21e-196,5.003387697,"NACAD","Up"
"110","LIMA1",-3.516159485,1.66e-196,1.66e-196,-3.516159485,"LIMA1","Down"
"111","FAM83F",-5.798998907,2.68e-196,2.68e-196,-5.798998907,"FAM83F","Down"
"112","TUBB4A",3.604574671,4.18e-196,4.18e-196,3.604574671,"TUBB4A","Up"
"113","PARP6",3.748146692,4.77e-196,4.77e-196,3.748146692,"PARP6","Up"
"114","SERBP1",-2.212807866,1.89e-195,1.89e-195,-2.212807866,"SERBP1","Down"
"115","PMAIP1",-7.603847073,3.82e-195,3.82e-195,-7.603847073,"PMAIP1","Down"
"116","PODXL",-5.419793884,4.16e-195,4.16e-195,-5.419793884,"PODXL","Down"
"117","PNMA8B",4.750837349,6.64e-195,6.64e-195,4.750837349,"PNMA8B","Up"
"118","CHGB",5.78308262,3.31e-194,3.31e-194,5.78308262,"CHGB","Up"
"119","CENPU",-5.119319506,5.26e-194,5.26e-194,-5.119319506,"CENPU","Down"
"120","TRIP13",-4.449539944,5.41e-194,5.41e-194,-4.449539944,"TRIP13","Down"
"121","GAP43",6.076438731,6.34e-194,6.34e-194,6.076438731,"GAP43","Up"
"122","NXT2",-4.779279118,3.01e-193,3.01e-193,-4.779279118,"NXT2","Down"
"123","XKR7",3.452356528,4.67e-193,4.67e-193,3.452356528,"XKR7","Up"
"124","ARL4C",2.872100605,8.85e-193,8.85e-193,2.872100605,"ARL4C","Up"
"125","ARMCX3",3.167739714,4.32e-192,4.32e-192,3.167739714,"ARMCX3","Up"
"126","RGMB",1.907794833,2.2e-191,2.2e-191,1.907794833,"RGMB","Up"
"127","CARMIL1",-4.617717217,3.16e-191,3.16e-191,-4.617717217,"CARMIL1","Down"
"128","CNRIP1",6.060753729,5.12e-191,5.12e-191,6.060753729,"CNRIP1","Up"
"129","KCTD7",2.839649148,9.48e-191,9.48e-191,2.839649148,"KCTD7","Up"
"130","STIL",-5.224991115,2.25e-189,2.25e-189,-5.224991115,"STIL","Down"
"131","DNAJC6",4.795730474,1.05e-188,1.05e-188,4.795730474,"DNAJC6","Up"
"132","MCF2L",3.020443623,2.34e-187,2.34e-187,3.020443623,"MCF2L","Up"
"133","TAGLN3",7.378868162,5.52e-187,5.52e-187,7.378868162,"TAGLN3","Up"
"134","VPS41",1.580670306,3.04e-186,3.04e-186,1.580670306,"VPS41","Up"
"135","HMGB2",-5.11425276,7.71e-185,7.71e-185,-5.11425276,"HMGB2","Down"
"136","ESRP1",-12.10908457,2.13e-184,2.13e-184,-12.10908457,"ESRP1","Down"
"137","CDH3",-4.860972337,3.25e-184,3.25e-184,-4.860972337,"CDH3","Down"
"138","PLK1",-5.672957105,4.63e-184,4.63e-184,-5.672957105,"PLK1","Down"
"139","AP1M1",1.883299266,8.77e-184,8.77e-184,1.883299266,"AP1M1","Up"
"140","KIFAP3",5.873801027,1.02e-183,1.02e-183,5.873801027,"KIFAP3","Up"
"141","ORC6",-2.827768036,2.05e-183,2.05e-183,-2.827768036,"ORC6","Down"
"142","FANCD2",-4.819453657,3.07e-183,3.07e-183,-4.819453657,"FANCD2","Down"
"143","BLM",-5.718164962,4.59e-183,4.59e-183,-5.718164962,"BLM","Down"
"144","PRNP",4.013233024,7.77e-183,7.77e-183,4.013233024,"PRNP","Up"
"145","TMEM35A",5.231127622,1.25e-182,1.25e-182,5.231127622,"TMEM35A","Up"
"146","PARD3",-3.146134043,2.75e-182,2.75e-182,-3.146134043,"PARD3","Down"
"147","EVL",2.774117336,1.09e-181,1.09e-181,2.774117336,"EVL","Up"
"148","WDR47",4.092242572,6.28e-181,6.28e-181,4.092242572,"WDR47","Up"
"149","BRIP1",-5.78664415,7.06e-181,7.06e-181,-5.78664415,"BRIP1","Down"
"150","CD99L2",3.657200098,1.1e-180,1.1e-180,3.657200098,"CD99L2","Up"
"151","PDIA6",-2.263646549,1.4e-180,1.4e-180,-2.263646549,"PDIA6","Down"
"152","BLCAP",3.325780667,5.63e-180,5.63e-180,3.325780667,"BLCAP","Up"
"153","FHL1",2.056488495,6.72e-180,6.72e-180,2.056488495,"FHL1","Up"
"154","VSTM2A",5.613262409,2.82e-179,2.82e-179,5.613262409,"VSTM2A","Up"
"155","RYK",-1.977141612,4.48e-179,4.48e-179,-1.977141612,"RYK","Down"
"156","SIPA1L1",-3.97866372,8.51e-179,8.51e-179,-3.97866372,"SIPA1L1","Down"
"157","CMTM6",-3.180547562,1.42e-178,1.42e-178,-3.180547562,"CMTM6","Down"
"158","TPM1",-2.285725212,2.95e-178,2.95e-178,-2.285725212,"TPM1","Down"
"159","GLDC",-2.743847765,8.55e-178,8.55e-178,-2.743847765,"GLDC","Down"
"160","CSE1L",-2.061399703,1.06e-177,1.06e-177,-2.061399703,"CSE1L","Down"
"161","GPHN",2.297740174,1.06e-177,1.06e-177,2.297740174,"GPHN","Up"
"162","MAP6",6.633275585,4.23e-177,4.23e-177,6.633275585,"MAP6","Up"
"163","ATP6V1B2",1.999554511,4.59e-177,4.59e-177,1.999554511,"ATP6V1B2","Up"
"164","ABCA3",3.292865191,9.73e-177,9.73e-177,3.292865191,"ABCA3","Up"
"165","VRK1",-2.544660072,1.59e-176,1.59e-176,-2.544660072,"VRK1","Down"
"166","CBFA2T3",4.985331477,1.75e-176,1.75e-176,4.985331477,"CBFA2T3","Up"
"167","THUMPD3",-6.876000647,2.73e-176,2.73e-176,-6.876000647,"THUMPD3","Down"
"168","DHX15",-1.394457033,5.7e-176,5.7e-176,-1.394457033,"DHX15","Down"
"169","NET1",-2.666551138,5.8e-175,5.8e-175,-2.666551138,"NET1","Down"
"170","ROR1",-4.977447015,2.64e-174,2.64e-174,-4.977447015,"ROR1","Down"
"171","MFSD6",3.608909829,8.32e-174,8.32e-174,3.608909829,"MFSD6","Up"
"172","MAFB",3.950894416,1.34e-173,1.34e-173,3.950894416,"MAFB","Up"
"173","TMOD2",6.448818102,1.56e-173,1.56e-173,6.448818102,"TMOD2","Up"
"174","NSG2",12.42316639,3.9e-173,3.9e-173,12.42316639,"NSG2","Up"
"175","TCF7L1",-7.684900524,8.24e-173,8.24e-173,-7.684900524,"TCF7L1","Down"
"176","MDGA1",9.453464172,1.09e-172,1.09e-172,9.453464172,"MDGA1","Up"
"177","SOBP",3.916292453,3.25e-172,3.25e-172,3.916292453,"SOBP","Up"
"178","TAF4B",-5.894073936,4.07e-172,4.07e-172,-5.894073936,"TAF4B","Down"
"179","KIF18A",-4.955593702,4.14e-172,4.14e-172,-4.955593702,"KIF18A","Down"
"180","DACH1",7.069888537,7.72e-172,7.72e-172,7.069888537,"DACH1","Up"
"181","CENPH",-4.380138054,1.56e-171,1.56e-171,-4.380138054,"CENPH","Down"
"182","ZSCAN10",-11.33528831,2.68e-171,2.68e-171,-11.33528831,"ZSCAN10","Down"
"183","NCAM1",7.251037149,1.59e-170,1.59e-170,7.251037149,"NCAM1","Up"
"184","MORN4",2.978283132,4.83e-170,4.83e-170,2.978283132,"MORN4","Up"
"185","COL14A1",-7.506193542,4.95e-170,4.95e-170,-7.506193542,"COL14A1","Down"
"186","RAB39B",2.470396758,8.36e-170,8.36e-170,2.470396758,"RAB39B","Up"
"187","ENPP1",-7.80582955,9.61e-170,9.61e-170,-7.80582955,"ENPP1","Down"
"188","TP53",-4.339057532,1.45e-169,1.45e-169,-4.339057532,"TP53","Down"
"189","LRRN3",6.17729435,1.21e-168,1.21e-168,6.17729435,"LRRN3","Up"
"190","HAUS6",-2.313328432,1.97e-168,1.97e-168,-2.313328432,"HAUS6","Down"
"191","PTPRN2",6.959409457,2.32e-168,2.32e-168,6.959409457,"PTPRN2","Up"
"192","CNTNAP5",7.651849951,2.5e-168,2.5e-168,7.651849951,"CNTNAP5","Up"
"193","CHEK1",-4.175891516,3.34e-167,3.34e-167,-4.175891516,"CHEK1","Down"
"194","GNA14",-5.164446348,3.76e-167,3.76e-167,-5.164446348,"GNA14","Down"
"195","KIF23",-6.673269944,4.39e-167,4.39e-167,-6.673269944,"KIF23","Down"
"196","EFNA3",3.271323822,2.11e-166,2.11e-166,3.271323822,"EFNA3","Up"
"197","DENND6B",6.289318464,7.66e-166,7.66e-166,6.289318464,"DENND6B","Up"
"198","B3GALT5",-5.758096453,1.97e-165,1.97e-165,-5.758096453,"B3GALT5","Down"
"199","RAB40B",4.882033821,3.37e-165,3.37e-165,4.882033821,"RAB40B","Up"
"200","ITPR3",-2.546858312,4.01e-165,4.01e-165,-2.546858312,"ITPR3","Down"
"201","NCAN",6.60281928,7.47e-165,7.47e-165,6.60281928,"NCAN","Up"
"202","SNAP23",-3.601626091,8.2e-165,8.2e-165,-3.601626091,"SNAP23","Down"
"203","DDX21",-2.83842582,8.2e-165,8.2e-165,-2.83842582,"DDX21","Down"
"204","CENPK",-4.351506018,8.67e-165,8.67e-165,-4.351506018,"CENPK","Down"
"205","CDH2",2.591735644,4.43e-163,4.43e-163,2.591735644,"CDH2","Up"
"206","STX1B",3.370046525,7.37e-163,7.37e-163,3.370046525,"STX1B","Up"
"207","CDCA5",-6.131714,1.29e-162,1.29e-162,-6.131714,"CDCA5","Down"
"208","SMARCD3",3.660068322,1.6e-162,1.6e-162,3.660068322,"SMARCD3","Up"
"209","TRIM56",-5.845608816,1.73e-162,1.73e-162,-5.845608816,"TRIM56","Down"
"210","RIMS1",5.33049363,2.81e-162,2.81e-162,5.33049363,"RIMS1","Up"
"211","CA14",-5.558748083,2.96e-161,2.96e-161,-5.558748083,"CA14","Down"
"212","KIAA0895L",3.718534872,3.04e-161,3.04e-161,3.718534872,"KIAA0895L","Up"
"213","LSAMP",5.697522055,5e-160,5e-160,5.697522055,"LSAMP","Up"
"214","MIS18BP1",-6.296155372,1.47e-159,1.47e-159,-6.296155372,"MIS18BP1","Down"
"215","CBX4",4.476196819,1.88e-159,1.88e-159,4.476196819,"CBX4","Up"
"216","SFRP1",-3.605807928,2.38e-159,2.38e-159,-3.605807928,"SFRP1","Down"
"217","NXPH4",5.525488973,3.66e-159,3.66e-159,5.525488973,"NXPH4","Up"
"218","GOLGA7B",7.807414263,6.63e-159,6.63e-159,7.807414263,"GOLGA7B","Up"
"219","DEK",-2.549527981,7.9e-159,7.9e-159,-2.549527981,"DEK","Down"
"220","GTSE1",-5.202252119,1.25e-158,1.25e-158,-5.202252119,"GTSE1","Down"
"221","FANCI",-4.165748966,2.18e-158,2.18e-158,-4.165748966,"FANCI","Down"
"222","SAV1",-2.920593786,2.8e-158,2.8e-158,-2.920593786,"SAV1","Down"
"223","IQGAP1",-4.546928075,7.95e-158,7.95e-158,-4.546928075,"IQGAP1","Down"
"224","TCN2",-2.672254908,7.95e-158,7.95e-158,-2.672254908,"TCN2","Down"
"225","SCUBE1",4.923061997,8.82e-158,8.82e-158,4.923061997,"SCUBE1","Up"
"226","MVB12B",3.555534786,1e-157,1e-157,3.555534786,"MVB12B","Up"
"227","SCG3",2.574955944,1.18e-157,1.18e-157,2.574955944,"SCG3","Up"
"228","FGF18",7.103078896,2.92e-157,2.92e-157,7.103078896,"FGF18","Up"
"229","PCSK1N",6.801782951,3.25e-157,3.25e-157,6.801782951,"PCSK1N","Up"
"230","PHACTR3",7.302569426,4.96e-157,4.96e-157,7.302569426,"PHACTR3","Up"
"231","HJURP",-6.727553825,5.16e-157,5.16e-157,-6.727553825,"HJURP","Down"
"232","CTNNA1",-3.932371023,1.38e-156,1.38e-156,-3.932371023,"CTNNA1","Down"
"233","ZNF90",-4.512970193,1.69e-156,1.69e-156,-4.512970193,"ZNF90","Down"
"234","UGP2",-3.439814459,1.88e-156,1.88e-156,-3.439814459,"UGP2","Down"
"235","CDK5R1",4.395691942,2.17e-156,2.17e-156,4.395691942,"CDK5R1","Up"
"236","TRIM59",-5.481395621,3.06e-156,3.06e-156,-5.481395621,"TRIM59","Down"
"237","KIF3A",2.903519303,3.67e-156,3.67e-156,2.903519303,"KIF3A","Up"
"238","CUL4A",-1.872118253,4.06e-156,4.06e-156,-1.872118253,"CUL4A","Down"
"239","AJM1",4.56689811,6.63e-156,6.63e-156,4.56689811,"AJM1","Up"
"240","L1TD1",-12.45255398,1.19e-155,1.19e-155,-12.45255398,"L1TD1","Down"
"241","CHRNB2",4.738939157,4.95e-155,4.95e-155,4.738939157,"CHRNB2","Up"
"242","ZHX1",3.96407201,5.05e-155,5.05e-155,3.96407201,"ZHX1","Up"
"243","HGSNAT",4.204223952,8.08e-155,8.08e-155,4.204223952,"HGSNAT","Up"
"244","GALNT16",3.162272743,8.97e-155,8.97e-155,3.162272743,"GALNT16","Up"
"245","RAI1",5.123292079,1.85e-154,1.85e-154,5.123292079,"RAI1","Up"
"246","FAXC",3.529779718,3.23e-154,3.23e-154,3.529779718,"FAXC","Up"
"247","MAD2L1",-4.717774478,4.65e-154,4.65e-154,-4.717774478,"MAD2L1","Down"
"248","NRCAM",5.758075269,9.29e-154,9.29e-154,5.758075269,"NRCAM","Up"
"249","SYT1",3.627786198,9.67e-154,9.67e-154,3.627786198,"SYT1","Up"
"250","PCDHA4",3.9966429,1.05e-153,1.05e-153,3.9966429,"PCDHA4","Up"
"251","ALDOC",-3.204087935,1.12e-153,1.12e-153,-3.204087935,"ALDOC","Down"
"252","EIF2S3",-1.799640787,2.42e-153,2.42e-153,-1.799640787,"EIF2S3","Down"
"253","CGNL1",-6.075399666,3.27e-153,3.27e-153,-6.075399666,"CGNL1","Down"
"254","SV2C",8.056280229,5.94e-153,5.94e-153,8.056280229,"SV2C","Up"
"255","TMEM59L",4.8594604,1.41e-152,1.41e-152,4.8594604,"TMEM59L","Up"
"256","LGI2",4.424649288,1.63e-152,1.63e-152,4.424649288,"LGI2","Up"
"257","CRTAP",-2.411002443,2.45e-152,2.45e-152,-2.411002443,"CRTAP","Down"
"258","KCNA2",7.395552251,2.94e-152,2.94e-152,7.395552251,"KCNA2","Up"
"259","MYO1D",-3.295231167,4.1e-152,4.1e-152,-3.295231167,"MYO1D","Down"
"260","NDC80",-6.03856774,4.43e-152,4.43e-152,-6.03856774,"NDC80","Down"
"261","GALNT7",-4.789744671,5.45e-152,5.45e-152,-4.789744671,"GALNT7","Down"
"262","SKA3",-7.315044365,3.89e-151,3.89e-151,-7.315044365,"SKA3","Down"
"263","RBPMS",-4.427024104,9.66e-151,9.66e-151,-4.427024104,"RBPMS","Down"
"264","CACNA1E",6.954512181,1.67e-150,1.67e-150,6.954512181,"CACNA1E","Up"
"265","SLC35F2",-5.356489065,2.65e-150,2.65e-150,-5.356489065,"SLC35F2","Down"
"266","NRG1",4.794314972,4.44e-150,4.44e-150,4.794314972,"NRG1","Up"
"267","PABPC1",-1.997970369,6.32e-150,6.32e-150,-1.997970369,"PABPC1","Down"
"268","SLC39A6",1.753436948,2.09e-149,2.09e-149,1.753436948,"SLC39A6","Up"
"269","SCD5",7.334264689,3.31e-149,3.31e-149,7.334264689,"SCD5","Up"
"270","SLC1A4",5.013175932,4.75e-149,4.75e-149,5.013175932,"SLC1A4","Up"
"271","AP1M2",-9.104170366,9.56e-149,9.56e-149,-9.104170366,"AP1M2","Down"
"272","DMTN",6.728652872,1.42e-148,1.42e-148,6.728652872,"DMTN","Up"
"273","TLCD3B",4.084533241,3.61e-148,3.61e-148,4.084533241,"TLCD3B","Up"
"274","CCNA2",-5.466243115,7.07e-148,7.07e-148,-5.466243115,"CCNA2","Down"
"275","MTHFD1",-3.696705767,8.75e-148,8.75e-148,-3.696705767,"MTHFD1","Down"
"276","CDH1",-9.291070257,1.3e-147,1.3e-147,-9.291070257,"CDH1","Down"
"277","ISLR2",10.73659343,2.7e-147,2.7e-147,10.73659343,"ISLR2","Up"
"278","MLLT11",3.879634265,3.27e-147,3.27e-147,3.879634265,"MLLT11","Up"
"279","SLC45A1",4.299103973,4.38e-147,4.38e-147,4.299103973,"SLC45A1","Up"
"280","SYT13",4.72741793,4.89e-147,4.89e-147,4.72741793,"SYT13","Up"
"281","RNF152",8.050963525,1.05e-146,1.05e-146,8.050963525,"RNF152","Up"
"282","NKAIN2",4.801151677,1.56e-146,1.56e-146,4.801151677,"NKAIN2","Up"
"283","PALS2",-4.15806484,1.78e-146,1.78e-146,-4.15806484,"PALS2","Down"
"284","STX1A",3.59095901,3.43e-146,3.43e-146,3.59095901,"STX1A","Up"
"285","EFR3B",3.575514688,3.86e-146,3.86e-146,3.575514688,"EFR3B","Up"
"286","SPNS2",5.730400679,6.46e-146,6.46e-146,5.730400679,"SPNS2","Up"
"287","C2CD2L",3.940264685,5.76e-145,5.76e-145,3.940264685,"C2CD2L","Up"
"288","SPAG5",-4.264086415,1.5e-143,1.5e-143,-4.264086415,"SPAG5","Down"
"289","PODXL2",3.059005079,3.95e-143,3.95e-143,3.059005079,"PODXL2","Up"
"290","CNR1",8.673602576,4.7e-143,4.7e-143,8.673602576,"CNR1","Up"
"291","TRIM22",-8.346701839,5.23e-143,5.23e-143,-8.346701839,"TRIM22","Down"
"292","SPOCK1",4.643615327,9.77e-143,9.77e-143,4.643615327,"SPOCK1","Up"
"293","PALM",4.949532884,1.75e-142,1.75e-142,4.949532884,"PALM","Up"
"294","SRSF1",-2.161892296,1.83e-142,1.83e-142,-2.161892296,"SRSF1","Down"
"295","POC1A",-4.088177947,3.33e-142,3.33e-142,-4.088177947,"POC1A","Down"
"296","CYLD",2.960192461,4.28e-142,4.28e-142,2.960192461,"CYLD","Up"
"297","EZR",-5.628159732,1.28e-141,1.28e-141,-5.628159732,"EZR","Down"
"298","SLC12A5",6.788659725,1.74e-141,1.74e-141,6.788659725,"SLC12A5","Up"
"299","GDAP1",2.09373099,3.52e-141,3.52e-141,2.09373099,"GDAP1","Up"
"300","MINAR1",5.145144273,3.52e-141,3.52e-141,5.145144273,"MINAR1","Up"
"301","ABLIM2",4.078456648,7.93e-141,7.93e-141,4.078456648,"ABLIM2","Up"
"302","ARSD",3.131548429,1.45e-140,1.45e-140,3.131548429,"ARSD","Up"
"303","CYB5D2",3.071614752,2.49e-140,2.49e-140,3.071614752,"CYB5D2","Up"
"304","CDT1",-5.573583084,2.56e-140,2.56e-140,-5.573583084,"CDT1","Down"
"305","SLC17A6",7.366747673,2.65e-140,2.65e-140,7.366747673,"SLC17A6","Up"
"306","ENC1",3.854440327,3.38e-140,3.38e-140,3.854440327,"ENC1","Up"
"307","GRTP1",-5.040534133,1.51e-139,1.51e-139,-5.040534133,"GRTP1","Down"
"308","KIF22",-2.156334406,1.52e-139,1.52e-139,-2.156334406,"KIF22","Down"
"309","RHBDD2",2.336307273,1.8e-139,1.8e-139,2.336307273,"RHBDD2","Up"
"310","NAA15",-2.230668062,2.23e-139,2.23e-139,-2.230668062,"NAA15","Down"
"311","EFNB2",3.088165368,3.12e-139,3.12e-139,3.088165368,"EFNB2","Up"
"312","SYT5",6.447409615,4.22e-139,4.22e-139,6.447409615,"SYT5","Up"
"313","ATP2B3",6.903699712,4.31e-139,4.31e-139,6.903699712,"ATP2B3","Up"
"314","EPB41L1",3.747399997,7.06e-139,7.06e-139,3.747399997,"EPB41L1","Up"
"315","RGS5",-4.62473232,9.04e-139,9.04e-139,-4.62473232,"RGS5","Down"
"316","SEPTIN6",1.779724382,1.67e-138,1.67e-138,1.779724382,"SEPTIN6","Up"
"317","SERPING1",-3.066287187,3.31e-138,3.31e-138,-3.066287187,"SERPING1","Down"
"318","CALD1",-3.609071329,4.71e-138,4.71e-138,-3.609071329,"CALD1","Down"
"319","ELMOD1",4.694583443,5.96e-138,5.96e-138,4.694583443,"ELMOD1","Up"
"320","ASTN1",4.374110061,7.54e-138,7.54e-138,4.374110061,"ASTN1","Up"
"321","CASKIN1",4.283418733,1.29e-137,1.29e-137,4.283418733,"CASKIN1","Up"
"322","USO1",-2.645983538,2.15e-137,2.15e-137,-2.645983538,"USO1","Down"
"323","DDX18",-1.577673648,2.15e-137,2.15e-137,-1.577673648,"DDX18","Down"
"324","FKBP5",-3.319307609,2.32e-137,2.32e-137,-3.319307609,"FKBP5","Down"
"325","CRTAC1",7.93041586,2.44e-137,2.44e-137,7.93041586,"CRTAC1","Up"
"326","KDR",-7.807520404,3.6e-137,3.6e-137,-7.807520404,"KDR","Down"
"327","IRGQ",2.12147118,6.38e-137,6.38e-137,2.12147118,"IRGQ","Up"
"328","MRAS",3.250131394,1.83e-136,1.83e-136,3.250131394,"MRAS","Up"
"329","NUDT5",-1.79350412,5.67e-136,5.67e-136,-1.79350412,"NUDT5","Down"
"330","PDLIM5",-4.445624448,5.86e-136,5.86e-136,-4.445624448,"PDLIM5","Down"
"331","ARHGEF19",-5.563495709,1.05e-135,1.05e-135,-5.563495709,"ARHGEF19","Down"
"332","TMEM169",3.973291971,1.2e-135,1.2e-135,3.973291971,"TMEM169","Up"
"333","RAB3C",4.765958929,2.15e-135,2.15e-135,4.765958929,"RAB3C","Up"
"334","CHRNA4",4.964355817,4.98e-135,4.98e-135,4.964355817,"CHRNA4","Up"
"335","SHC3",4.009871502,7.51e-135,7.51e-135,4.009871502,"SHC3","Up"
"336","KRT19",-5.071505646,8.45e-135,8.45e-135,-5.071505646,"KRT19","Down"
"337","SCN3B",8.089064689,1.33e-134,1.33e-134,8.089064689,"SCN3B","Up"
"338","EBF4",5.472516459,1.85e-134,1.85e-134,5.472516459,"EBF4","Up"
"339","PCSK2",4.354067293,2.05e-134,2.05e-134,4.354067293,"PCSK2","Up"
"340","RARRES2",-10.29375233,2.37e-134,2.37e-134,-10.29375233,"RARRES2","Down"
"341","SHC2",5.911761162,3e-134,3e-134,5.911761162,"SHC2","Up"
"342","LARGE2",-7.862457017,3.79e-134,3.79e-134,-7.862457017,"LARGE2","Down"
"343","KHDRBS3",2.12170056,5.73e-134,5.73e-134,2.12170056,"KHDRBS3","Up"
"344","POU4F1",10.57071536,1.07e-133,1.07e-133,10.57071536,"POU4F1","Up"
"345","ACTL6A",-2.091304938,1.36e-133,1.36e-133,-2.091304938,"ACTL6A","Down"
"346","IL17D",4.785451545,1.45e-133,1.45e-133,4.785451545,"IL17D","Up"
"347","PTPRO",6.581897553,2.05e-133,2.05e-133,6.581897553,"PTPRO","Up"
"348","TECPR1",2.589101984,3.56e-133,3.56e-133,2.589101984,"TECPR1","Up"
"349","MTURN",5.199182734,4.53e-133,4.53e-133,5.199182734,"MTURN","Up"
"350","STOM",-5.276932885,2.84e-132,2.84e-132,-5.276932885,"STOM","Down"
"351","MAPK10",5.277686264,5.81e-132,5.81e-132,5.277686264,"MAPK10","Up"
"352","CBX8",5.352328602,2.71e-131,2.71e-131,5.352328602,"CBX8","Up"
"353","ZNF703",6.314515395,7.88e-131,7.88e-131,6.314515395,"ZNF703","Up"
"354","NEGR1",6.10017896,1.3e-130,1.3e-130,6.10017896,"NEGR1","Up"
"355","LHFPL2",-3.300502156,2.95e-130,2.95e-130,-3.300502156,"LHFPL2","Down"
"356","ADCY2",-3.720680383,3.54e-130,3.54e-130,-3.720680383,"ADCY2","Down"
"357","PAFAH1B1",1.913091991,4.14e-130,4.14e-130,1.913091991,"PAFAH1B1","Up"
"358","NECTIN3",-3.93185727,7.49e-130,7.49e-130,-3.93185727,"NECTIN3","Down"
"359","MGAT4A",5.478448007,1.84e-129,1.84e-129,5.478448007,"MGAT4A","Up"
"360","LTA4H",-3.008879546,2.15e-129,2.15e-129,-3.008879546,"LTA4H","Down"
"361","DCTN3",3.858010826,2.43e-129,2.43e-129,3.858010826,"DCTN3","Up"
"362","NAPB",4.91526761,3.86e-129,3.86e-129,4.91526761,"NAPB","Up"
"363","CYP46A1",6.605512031,5.98e-129,5.98e-129,6.605512031,"CYP46A1","Up"
"364","KCNC1",7.535670745,6.04e-129,6.04e-129,7.535670745,"KCNC1","Up"
"365","DISP2",5.186604434,7.92e-129,7.92e-129,5.186604434,"DISP2","Up"
"366","PSIP1",-2.034725535,1.02e-128,1.02e-128,-2.034725535,"PSIP1","Down"
"367","PPP2R5A",-3.364406794,1.26e-128,1.26e-128,-3.364406794,"PPP2R5A","Down"
"368","LONRF2",7.137256634,1.39e-128,1.39e-128,7.137256634,"LONRF2","Up"
"369","CDK5R2",9.962422497,1.75e-128,1.75e-128,9.962422497,"CDK5R2","Up"
"370","EVI5L",3.085070133,3.05e-128,3.05e-128,3.085070133,"EVI5L","Up"
"371","AMER3",7.35431943,6.66e-128,6.66e-128,7.35431943,"AMER3","Up"
"372","CPE",4.797297516,1.12e-127,1.12e-127,4.797297516,"CPE","Up"
"373","STX12",3.515995983,1.48e-127,1.48e-127,3.515995983,"STX12","Up"
"374","NDFIP1",2.437945055,2.38e-127,2.38e-127,2.437945055,"NDFIP1","Up"
"375","POLA2",-2.205246247,2.87e-127,2.87e-127,-2.205246247,"POLA2","Down"
"376","SLC7A2",-6.233898892,3.19e-127,3.19e-127,-6.233898892,"SLC7A2","Down"
"377","CLDN6",-6.066179081,3.59e-127,3.59e-127,-6.066179081,"CLDN6","Down"
"378","PDE10A",4.35530372,7.71e-127,7.71e-127,4.35530372,"PDE10A","Up"
"379","STXBP2",-3.592352308,1.29e-126,1.29e-126,-3.592352308,"STXBP2","Down"
"380","HRK",4.786058726,1.71e-126,1.71e-126,4.786058726,"HRK","Up"
"381","SLC9A6",2.624040121,2.67e-126,2.67e-126,2.624040121,"SLC9A6","Up"
"382","EBF1",6.936298313,2.72e-126,2.72e-126,6.936298313,"EBF1","Up"
"383","NCAPH",-3.899791626,3.96e-126,3.96e-126,-3.899791626,"NCAPH","Down"
"384","ZWILCH",-1.678758332,4.47e-126,4.47e-126,-1.678758332,"ZWILCH","Down"
"385","SGIP1",8.045430528,4.66e-126,4.66e-126,8.045430528,"SGIP1","Up"
"386","SALL4",-4.36345777,5.95e-126,5.95e-126,-4.36345777,"SALL4","Down"
"387","PPT1",-2.192826155,9.05e-126,9.05e-126,-2.192826155,"PPT1","Down"
"388","LYAR",-3.745701393,1.36e-125,1.36e-125,-3.745701393,"LYAR","Down"
"389","SFXN3",5.620560508,2.23e-125,2.23e-125,5.620560508,"SFXN3","Up"
"390","OPTN",2.374753146,2.97e-125,2.97e-125,2.374753146,"OPTN","Up"
"391","CALU",-1.921464116,3.18e-125,3.18e-125,-1.921464116,"CALU","Down"
"392","RAB31",-3.335118738,3.46e-125,3.46e-125,-3.335118738,"RAB31","Down"
